primary_com_name,sci_name,order,family,class
dusky starfrontlet,coeligena orina,caprimulgiformes,trochilidae,Aves
buff-winged starfrontlet,coeligena lutetiae,caprimulgiformes,trochilidae,Aves
perija starfrontlet,coeligena consita,caprimulgiformes,trochilidae,Aves
golden-bellied starfrontlet,coeligena bonapartei,caprimulgiformes,trochilidae,Aves
merida starfrontlet,coeligena eos,caprimulgiformes,trochilidae,Aves
blue-throated starfrontlet,coeligena helianthea,caprimulgiformes,trochilidae,Aves
coeligena sp.,coeligena sp.,caprimulgiformes,trochilidae,Aves
mountain velvetbreast,lafresnaya lafresnayi,caprimulgiformes,trochilidae,Aves
sword-billed hummingbird,ensifera ensifera,caprimulgiformes,trochilidae,Aves
great sapphirewing,pterophanes cyanopterus,caprimulgiformes,trochilidae,Aves
buff-tailed coronet,boissonneaua flavescens,caprimulgiformes,trochilidae,Aves
chestnut-breasted coronet,boissonneaua matthewsii,caprimulgiformes,trochilidae,Aves
velvet-purple coronet,boissonneaua jardini,caprimulgiformes,trochilidae,Aves
white-booted racket-tail,ocreatus underwoodii,caprimulgiformes,trochilidae,Aves
peruvian racket-tail,ocreatus peruanus,caprimulgiformes,trochilidae,Aves
rufous-booted racket-tail,ocreatus addae,caprimulgiformes,trochilidae,Aves
peruvian/rufous-booted racket-tail,ocreatus peruanus/addae,caprimulgiformes,trochilidae,Aves
rufous-gaped hillstar,urochroa bougueri,caprimulgiformes,trochilidae,Aves
green-backed hillstar,urochroa leucura,caprimulgiformes,trochilidae,Aves
purple-bibbed whitetip,urosticte benjamini,caprimulgiformes,trochilidae,Aves
rufous-vented whitetip,urosticte ruficrissa,caprimulgiformes,trochilidae,Aves
velvet-browed brilliant,heliodoxa xanthogonys,caprimulgiformes,trochilidae,Aves
pink-throated brilliant,heliodoxa gularis,caprimulgiformes,trochilidae,Aves
rufous-webbed brilliant,heliodoxa branickii,caprimulgiformes,trochilidae,Aves
black-throated brilliant,heliodoxa schreibersii,caprimulgiformes,trochilidae,Aves
gould's jewelfront,heliodoxa aurescens,caprimulgiformes,trochilidae,Aves
fawn-breasted brilliant,heliodoxa rubinoides,caprimulgiformes,trochilidae,Aves
green-crowned brilliant,heliodoxa jacula,caprimulgiformes,trochilidae,Aves
empress brilliant,heliodoxa imperatrix,caprimulgiformes,trochilidae,Aves
violet-fronted brilliant,heliodoxa leadbeateri,caprimulgiformes,trochilidae,Aves
brazilian ruby,heliodoxa rubricauda,caprimulgiformes,trochilidae,Aves
giant hummingbird,patagona gigas,caprimulgiformes,trochilidae,Aves
violet-chested hummingbird,sternoclyta cyanopectus,caprimulgiformes,trochilidae,Aves
scissor-tailed hummingbird,hylonympha macrocerca,caprimulgiformes,trochilidae,Aves
rivoli's hummingbird,eugenes fulgens,caprimulgiformes,trochilidae,Aves
talamanca hummingbird,eugenes spectabilis,caprimulgiformes,trochilidae,Aves
long-billed starthroat,heliomaster longirostris,caprimulgiformes,trochilidae,Aves
plain-capped starthroat,heliomaster constantii,caprimulgiformes,trochilidae,Aves
long-billed/plain-capped starthroat,heliomaster longirostris/constantii,caprimulgiformes,trochilidae,Aves
stripe-breasted starthroat,heliomaster squamosus,caprimulgiformes,trochilidae,Aves
blue-tufted starthroat,heliomaster furcifer,caprimulgiformes,trochilidae,Aves
fiery-throated hummingbird,panterpe insignis,caprimulgiformes,trochilidae,Aves
green-throated mountain-gem,lampornis viridipallens,caprimulgiformes,trochilidae,Aves
green-breasted mountain-gem,lampornis sybillae,caprimulgiformes,trochilidae,Aves
amethyst-throated mountain-gem,lampornis amethystinus,caprimulgiformes,trochilidae,Aves
blue-throated mountain-gem,lampornis clemenciae,caprimulgiformes,trochilidae,Aves
white-bellied mountain-gem,lampornis hemileucus,caprimulgiformes,trochilidae,Aves
purple-throated mountain-gem,lampornis calolaemus,caprimulgiformes,trochilidae,Aves
white-throated mountain-gem,lampornis castaneoventris,caprimulgiformes,trochilidae,Aves
purple-throated/white-throated mountain-gem,lampornis calolaemus/castaneoventris,caprimulgiformes,trochilidae,Aves
garnet-throated hummingbird,lamprolaima rhami,caprimulgiformes,trochilidae,Aves
sparkling-tailed hummingbird,tilmatura dupontii,caprimulgiformes,trochilidae,Aves
amethyst woodstar,calliphlox amethystina,caprimulgiformes,trochilidae,Aves
peruvian sheartail,thaumastura cora,caprimulgiformes,trochilidae,Aves
short-tailed woodstar,myrmia micrura,caprimulgiformes,trochilidae,Aves
purple-collared woodstar,myrtis fanny,caprimulgiformes,trochilidae,Aves
oasis hummingbird,rhodopis vesper,caprimulgiformes,trochilidae,Aves
chilean woodstar,eulidia yarrellii,caprimulgiformes,trochilidae,Aves
slender-tailed woodstar,microstilbon burmeisteri,caprimulgiformes,trochilidae,Aves
white-bellied woodstar,chaetocercus mulsant,caprimulgiformes,trochilidae,Aves
little woodstar,chaetocercus bombus,caprimulgiformes,trochilidae,Aves
gorgeted woodstar,chaetocercus heliodor,caprimulgiformes,trochilidae,Aves
santa marta woodstar,chaetocercus astreans,caprimulgiformes,trochilidae,Aves
esmeraldas woodstar,chaetocercus berlepschi,caprimulgiformes,trochilidae,Aves
rufous-shafted woodstar,chaetocercus jourdanii,caprimulgiformes,trochilidae,Aves
chaetocercus sp.,chaetocercus sp.,caprimulgiformes,trochilidae,Aves
magenta-throated woodstar,philodice bryantae,caprimulgiformes,trochilidae,Aves
purple-throated woodstar,philodice mitchellii,caprimulgiformes,trochilidae,Aves
woodstar sp.,trochilidae sp. (woodstar sp.),caprimulgiformes,trochilidae,Aves
slender sheartail,doricha enicura,caprimulgiformes,trochilidae,Aves
mexican sheartail,doricha eliza,caprimulgiformes,trochilidae,Aves
lucifer hummingbird,calothorax lucifer,caprimulgiformes,trochilidae,Aves
beautiful hummingbird,calothorax pulcher,caprimulgiformes,trochilidae,Aves
lucifer/beautiful hummingbird,calothorax lucifer/pulcher,caprimulgiformes,trochilidae,Aves
ruby-throated hummingbird,archilochus colubris,caprimulgiformes,trochilidae,Aves
black-chinned hummingbird,archilochus alexandri,caprimulgiformes,trochilidae,Aves
ruby-throated/black-chinned hummingbird,archilochus colubris/alexandri,caprimulgiformes,trochilidae,Aves
bahama woodstar,nesophlox evelynae,caprimulgiformes,trochilidae,Aves
inagua woodstar,nesophlox lyrura,caprimulgiformes,trochilidae,Aves
vervain hummingbird,mellisuga minima,caprimulgiformes,trochilidae,Aves
bee hummingbird,mellisuga helenae,caprimulgiformes,trochilidae,Aves
anna's hummingbird,calypte anna,caprimulgiformes,trochilidae,Aves
costa's hummingbird,calypte costae,caprimulgiformes,trochilidae,Aves
anna's/costa's hummingbird,calypte anna/costae,caprimulgiformes,trochilidae,Aves
calliope hummingbird,selasphorus calliope,caprimulgiformes,trochilidae,Aves
rufous hummingbird,selasphorus rufus,caprimulgiformes,trochilidae,Aves
allen's hummingbird,selasphorus sasin,caprimulgiformes,trochilidae,Aves
rufous/allen's hummingbird,selasphorus rufus/sasin,caprimulgiformes,trochilidae,Aves
broad-tailed hummingbird,selasphorus platycercus,caprimulgiformes,trochilidae,Aves
bumblebee hummingbird,selasphorus heloisa,caprimulgiformes,trochilidae,Aves
wine-throated hummingbird,selasphorus ellioti,caprimulgiformes,trochilidae,Aves
volcano hummingbird,selasphorus flammula,caprimulgiformes,trochilidae,Aves
scintillant hummingbird,selasphorus scintilla,caprimulgiformes,trochilidae,Aves
glow-throated hummingbird,selasphorus ardens,caprimulgiformes,trochilidae,Aves
selasphorus sp.,selasphorus sp.,caprimulgiformes,trochilidae,Aves
dusky hummingbird,phaeoptila sordida,caprimulgiformes,trochilidae,Aves
cuban emerald,riccordia ricordii,caprimulgiformes,trochilidae,Aves
brace's emerald,riccordia bracei,caprimulgiformes,trochilidae,Aves
hispaniolan emerald,riccordia swainsonii,caprimulgiformes,trochilidae,Aves
puerto rican emerald,riccordia maugaeus,caprimulgiformes,trochilidae,Aves
blue-headed hummingbird,riccordia bicolor,caprimulgiformes,trochilidae,Aves
broad-billed hummingbird,cynanthus latirostris,caprimulgiformes,trochilidae,Aves
dusky/broad-billed hummingbird,phaeoptila sordida/cynanthus latirostris,caprimulgiformes,trochilidae,Aves
tres marias hummingbird,cynanthus lawrencei,caprimulgiformes,trochilidae,Aves
broad-billed/tres marias hummingbird,cynanthus latirostris/lawrencei,caprimulgiformes,trochilidae,Aves
turquoise-crowned hummingbird,cynanthus doubledayi,caprimulgiformes,trochilidae,Aves
dusky/turquoise-crowned hummingbird,phaeoptila sordida/cynanthus doubledayi,caprimulgiformes,trochilidae,Aves
broad-billed/turquoise-crowned hummingbird,cynanthus latirostris/doubledayi,caprimulgiformes,trochilidae,Aves
golden-crowned emerald,cynanthus auriceps,caprimulgiformes,trochilidae,Aves
cozumel emerald,cynanthus forficatus,caprimulgiformes,trochilidae,Aves
canivet's emerald,cynanthus canivetii,caprimulgiformes,trochilidae,Aves
blue-tailed emerald,chlorostilbon mellisugus,caprimulgiformes,trochilidae,Aves
chiribiquete emerald,chlorostilbon olivaresi,caprimulgiformes,trochilidae,Aves
red-billed emerald,chlorostilbon gibsoni,caprimulgiformes,trochilidae,Aves
glittering-bellied emerald,chlorostilbon lucidus,caprimulgiformes,trochilidae,Aves
short-tailed emerald,chlorostilbon poortmani,caprimulgiformes,trochilidae,Aves
narrow-tailed emerald,chlorostilbon stenurus,caprimulgiformes,trochilidae,Aves
green-tailed emerald,chlorostilbon alice,caprimulgiformes,trochilidae,Aves
coppery emerald,chlorostilbon russatus,caprimulgiformes,trochilidae,Aves
garden emerald,chlorostilbon assimilis,caprimulgiformes,trochilidae,Aves
western emerald,chlorostilbon melanorhynchus,caprimulgiformes,trochilidae,Aves
riccordia/cynanthus/chlorostilbon sp.,riccordia/cynanthus/chlorostilbon sp.,caprimulgiformes,trochilidae,Aves
white-eared hummingbird,basilinna leucotis,caprimulgiformes,trochilidae,Aves
xantus's hummingbird,basilinna xantusii,caprimulgiformes,trochilidae,Aves
wedge-tailed sabrewing,pampa curvipennis,caprimulgiformes,trochilidae,Aves
rufous sabrewing,pampa rufa,caprimulgiformes,trochilidae,Aves
violet-headed hummingbird,klais guimeti,caprimulgiformes,trochilidae,Aves
emerald-chinned hummingbird,abeillia abeillei,caprimulgiformes,trochilidae,Aves
antillean crested hummingbird,orthorhyncus cristatus,caprimulgiformes,trochilidae,Aves
green-crowned plovercrest,stephanoxis lalandi,caprimulgiformes,trochilidae,Aves
purple-crowned plovercrest,stephanoxis loddigesii,caprimulgiformes,trochilidae,Aves
santa marta blossomcrown,anthocephala floriceps,caprimulgiformes,trochilidae,Aves
tolima blossomcrown,anthocephala berlepschi,caprimulgiformes,trochilidae,Aves
grey-breasted sabrewing,campylopterus largipennis,caprimulgiformes,trochilidae,Aves
outcrop sabrewing,campylopterus calcirupicola,caprimulgiformes,trochilidae,Aves
diamantina sabrewing,campylopterus diamantinensis,caprimulgiformes,trochilidae,Aves
violet sabrewing,campylopterus hemileucurus,caprimulgiformes,trochilidae,Aves
rufous-breasted sabrewing,campylopterus hyperythrus,caprimulgiformes,trochilidae,Aves
buff-breasted sabrewing,campylopterus duidae,caprimulgiformes,trochilidae,Aves
napo sabrewing,campylopterus villaviscensio,caprimulgiformes,trochilidae,Aves
lazuline sabrewing,campylopterus falcatus,caprimulgiformes,trochilidae,Aves
santa marta sabrewing,campylopterus phainopeplus,caprimulgiformes,trochilidae,Aves
white-tailed sabrewing,campylopterus ensipennis,caprimulgiformes,trochilidae,Aves
bronze-tailed plumeleteer,chalybura urochrysia,caprimulgiformes,trochilidae,Aves
white-vented plumeleteer,chalybura buffonii,caprimulgiformes,trochilidae,Aves
violet-capped woodnymph,thalurania glaucopis,caprimulgiformes,trochilidae,Aves
long-tailed woodnymph,thalurania watertonii,caprimulgiformes,trochilidae,Aves
crowned woodnymph,thalurania colombica,caprimulgiformes,trochilidae,Aves
fork-tailed woodnymph,thalurania furcata,caprimulgiformes,trochilidae,Aves
violet-capped/fork-tailed woodnymph,thalurania glaucopis/furcata,caprimulgiformes,trochilidae,Aves
snowcap,microchera albocoronata,caprimulgiformes,trochilidae,Aves
coppery-headed emerald,microchera cupreiceps,caprimulgiformes,trochilidae,Aves
white-tailed emerald,microchera chionura,caprimulgiformes,trochilidae,Aves
violet-capped hummingbird,goldmania violiceps,caprimulgiformes,trochilidae,Aves
pirre hummingbird,goldmania bella,caprimulgiformes,trochilidae,Aves
mexican woodnymph,eupherusa ridgwayi,caprimulgiformes,trochilidae,Aves
white-tailed hummingbird,eupherusa poliocerca,caprimulgiformes,trochilidae,Aves
blue-capped hummingbird,eupherusa cyanophrys,caprimulgiformes,trochilidae,Aves
stripe-tailed hummingbird,eupherusa eximia,caprimulgiformes,trochilidae,Aves
black-bellied hummingbird,eupherusa nigriventris,caprimulgiformes,trochilidae,Aves
scaly-breasted hummingbird,phaeochroa cuvierii,caprimulgiformes,trochilidae,Aves
buffy hummingbird,leucippus fallax,caprimulgiformes,trochilidae,Aves
tumbes hummingbird,thaumasius baeri,caprimulgiformes,trochilidae,Aves
spot-throated hummingbird,thaumasius taczanowskii,caprimulgiformes,trochilidae,Aves
many-spotted hummingbird,taphrospilus hypostictus,caprimulgiformes,trochilidae,Aves
swallow-tailed hummingbird,eupetomena macroura,caprimulgiformes,trochilidae,Aves
sombre hummingbird,eupetomena cirrochloris,caprimulgiformes,trochilidae,Aves
olive-spotted hummingbird,talaphorus chlorocercus,caprimulgiformes,trochilidae,Aves
red-billed streamertail,trochilus polytmus,caprimulgiformes,trochilidae,Aves
black-billed streamertail,trochilus scitulus,caprimulgiformes,trochilidae,Aves
red-billed/black-billed streamertail,trochilus polytmus/scitulus,caprimulgiformes,trochilidae,Aves
violet-crowned hummingbird,ramosomyia violiceps,caprimulgiformes,trochilidae,Aves
green-fronted hummingbird,ramosomyia viridifrons,caprimulgiformes,trochilidae,Aves
violet-crowned/green-fronted hummingbird,ramosomyia violiceps/viridifrons,caprimulgiformes,trochilidae,Aves
azure-crowned hummingbird,saucerottia cyanocephala,caprimulgiformes,trochilidae,Aves
blue-vented hummingbird,saucerottia hoffmanni,caprimulgiformes,trochilidae,Aves
berylline hummingbird,saucerottia beryllina,caprimulgiformes,trochilidae,Aves
blue-tailed hummingbird,saucerottia cyanura,caprimulgiformes,trochilidae,Aves
snowy-bellied hummingbird,saucerottia edward,caprimulgiformes,trochilidae,Aves
steely-vented hummingbird,saucerottia saucerottei,caprimulgiformes,trochilidae,Aves
indigo-capped hummingbird,saucerottia cyanifrons,caprimulgiformes,trochilidae,Aves
chestnut-bellied hummingbird,saucerottia castaneiventris,caprimulgiformes,trochilidae,Aves
green-bellied hummingbird,saucerottia viridigaster,caprimulgiformes,trochilidae,Aves
copper-tailed hummingbird,saucerottia cupreicauda,caprimulgiformes,trochilidae,Aves
copper-rumped hummingbird,saucerottia tobaci,caprimulgiformes,trochilidae,Aves
saucerottia sp.,saucerottia sp.,caprimulgiformes,trochilidae,Aves
cinnamon hummingbird,amazilia rutila,caprimulgiformes,trochilidae,Aves
buff-bellied hummingbird,amazilia yucatanensis,caprimulgiformes,trochilidae,Aves
rufous-tailed hummingbird,amazilia tzacatl,caprimulgiformes,trochilidae,Aves
buff-bellied/rufous-tailed hummingbird,amazilia yucatanensis/tzacatl,caprimulgiformes,trochilidae,Aves
honduran emerald,amazilia luciae,caprimulgiformes,trochilidae,Aves
mangrove hummingbird,amazilia boucardi,caprimulgiformes,trochilidae,Aves
amazilia hummingbird,amazilis amazilia,caprimulgiformes,trochilidae,Aves
andean emerald,uranomitra franciae,caprimulgiformes,trochilidae,Aves
versicolored emerald,chrysuronia versicolor,caprimulgiformes,trochilidae,Aves
shining-green hummingbird,chrysuronia goudoti,caprimulgiformes,trochilidae,Aves
golden-tailed sapphire,chrysuronia oenone,caprimulgiformes,trochilidae,Aves
sapphire-throated hummingbird,chrysuronia coeruleogularis,caprimulgiformes,trochilidae,Aves
sapphire-bellied hummingbird,chrysuronia lilliae,caprimulgiformes,trochilidae,Aves
shining-green/sapphire-throated/sapphire-bellied hummingbird,chrysuronia goudoti/coeruleogularis/lilliae,caprimulgiformes,trochilidae,Aves
humboldt's sapphire,chrysuronia humboldtii,caprimulgiformes,trochilidae,Aves
blue-headed sapphire,chrysuronia grayi,caprimulgiformes,trochilidae,Aves
white-chested emerald,chrysuronia brevirostris,caprimulgiformes,trochilidae,Aves
plain-bellied emerald,chrysuronia leucogaster,caprimulgiformes,trochilidae,Aves
white-throated hummingbird,leucochloris albicollis,caprimulgiformes,trochilidae,Aves
glittering-throated emerald,chionomesa fimbriata,caprimulgiformes,trochilidae,Aves
sapphire-spangled emerald,chionomesa lactea,caprimulgiformes,trochilidae,Aves
glittering-throated/sapphire-spangled emerald,chionomesa fimbriata/lactea,caprimulgiformes,trochilidae,Aves
rufous-throated sapphire,hylocharis sapphirina,caprimulgiformes,trochilidae,Aves
gilded hummingbird,hylocharis chrysura,caprimulgiformes,trochilidae,Aves
white-bellied hummingbird,elliotomyia chionogaster,caprimulgiformes,trochilidae,Aves
green-and-white hummingbird,elliotomyia viridicauda,caprimulgiformes,trochilidae,Aves
white-bellied/green-and-white hummingbird,elliotomyia chionogaster/viridicauda,caprimulgiformes,trochilidae,Aves
purple-chested hummingbird,polyerata rosenbergi,caprimulgiformes,trochilidae,Aves
blue-chested hummingbird,polyerata amabilis,caprimulgiformes,trochilidae,Aves
charming hummingbird,polyerata decora,caprimulgiformes,trochilidae,Aves
white-bellied emerald,chlorestes candida,caprimulgiformes,trochilidae,Aves
blue-throated goldentail,chlorestes eliciae,caprimulgiformes,trochilidae,Aves
white-chinned sapphire,chlorestes cyanus,caprimulgiformes,trochilidae,Aves
violet-bellied hummingbird,chlorestes julie,caprimulgiformes,trochilidae,Aves
blue-chinned sapphire,chlorestes notata,caprimulgiformes,trochilidae,Aves
hummingbird sp.,trochilidae sp.,caprimulgiformes,trochilidae,Aves
hoatzin,opisthocomus hoazin,opisthocomiformes,opisthocomidae,Aves
madagascar forest rail,mentocrex kioloides,gruiformes,sarothruridae,Aves
tsingy forest rail,mentocrex beankaensis,gruiformes,sarothruridae,Aves
white-spotted flufftail,sarothrura pulchra,gruiformes,sarothruridae,Aves
buff-spotted flufftail,sarothrura elegans,gruiformes,sarothruridae,Aves
red-chested flufftail,sarothrura rufa,gruiformes,sarothruridae,Aves
chestnut-headed flufftail,sarothrura lugens,gruiformes,sarothruridae,Aves
streaky-breasted flufftail,sarothrura boehmi,gruiformes,sarothruridae,Aves
striped flufftail,sarothrura affinis,gruiformes,sarothruridae,Aves
madagascar flufftail,sarothrura insularis,gruiformes,sarothruridae,Aves
white-winged flufftail,sarothrura ayresi,gruiformes,sarothruridae,Aves
slender-billed flufftail,sarothrura watersi,gruiformes,sarothruridae,Aves
flufftail sp.,sarothrura sp.,gruiformes,sarothruridae,Aves
chestnut forest rail,rallicula rubra,gruiformes,sarothruridae,Aves
white-striped forest rail,rallicula leucospila,gruiformes,sarothruridae,Aves
forbes's forest rail,rallicula forbesi,gruiformes,sarothruridae,Aves
mayr's forest rail,rallicula mayri,gruiformes,sarothruridae,Aves
ridgway's rail,rallus obsoletus,gruiformes,rallidae,Aves
aztec rail,rallus tenuirostris,gruiformes,rallidae,Aves
mangrove rail,rallus longirostris,gruiformes,rallidae,Aves
king rail,rallus elegans,gruiformes,rallidae,Aves
aztec/king rail,rallus tenuirostris/elegans,gruiformes,rallidae,Aves
clapper rail,rallus crepitans,gruiformes,rallidae,Aves
king/clapper rail,rallus elegans/crepitans,gruiformes,rallidae,Aves
ridgway's/mangrove/clapper rail,rallus obsoletus/longirostris/crepitans,gruiformes,rallidae,Aves
large rail sp.,rallus sp. (large rallus sp.),gruiformes,rallidae,Aves
plain-flanked rail,rallus wetmorei,gruiformes,rallidae,Aves
virginia rail,rallus limicola,gruiformes,rallidae,Aves
king/virginia rail,rallus elegans/limicola,gruiformes,rallidae,Aves
bogota rail,rallus semiplumbeus,gruiformes,rallidae,Aves
austral rail,rallus antarcticus,gruiformes,rallidae,Aves
water rail,rallus aquaticus,gruiformes,rallidae,Aves
brown-cheeked rail,rallus indicus,gruiformes,rallidae,Aves
water/brown-cheeked rail,rallus aquaticus/indicus,gruiformes,rallidae,Aves
african rail,rallus caerulescens,gruiformes,rallidae,Aves
madagascar rail,rallus madagascariensis,gruiformes,rallidae,Aves
rallus sp.,rallus sp.,gruiformes,rallidae,Aves
white-throated rail,dryolimnas cuvieri,gruiformes,rallidae,Aves
reunion rail,dryolimnas augusti,gruiformes,rallidae,Aves
red rail,aphanapteryx bonasia,gruiformes,rallidae,Aves
rodrigues rail,erythromachus leguati,gruiformes,rallidae,Aves
corn crake,crex crex,gruiformes,rallidae,Aves
african crake,crex egregia,gruiformes,rallidae,Aves
rouget's rail,rougetius rougetii,gruiformes,rallidae,Aves
inaccessible island rail,atlantisia rogersi,gruiformes,rallidae,Aves
st. helena rail,atlantisia podarces,gruiformes,rallidae,Aves
ascension crake,mundia elpenor,gruiformes,rallidae,Aves
snoring rail,aramidopsis plateni,gruiformes,rallidae,Aves
slaty-breasted rail,lewinia striata,gruiformes,rallidae,Aves
luzon rail,lewinia mirifica,gruiformes,rallidae,Aves
lewin's rail,lewinia pectoralis,gruiformes,rallidae,Aves
auckland islands rail,lewinia muelleri,gruiformes,rallidae,Aves
blue-faced rail,gymnocrex rosenbergii,gruiformes,rallidae,Aves
bare-eyed rail,gymnocrex plumbeiventris,gruiformes,rallidae,Aves
talaud rail,gymnocrex talaudensis,gruiformes,rallidae,Aves
hawkins's rail,diaphorapteryx hawkinsi,gruiformes,rallidae,Aves
calayan rail,gallirallus calayanensis,gruiformes,rallidae,Aves
invisible rail,gallirallus wallacii,gruiformes,rallidae,Aves
chestnut rail,gallirallus castaneoventris,gruiformes,rallidae,Aves
weka,gallirallus australis,gruiformes,rallidae,Aves
new caledonian rail,gallirallus lafresnayanus,gruiformes,rallidae,Aves
lord howe rail,gallirallus sylvestris,gruiformes,rallidae,Aves
okinawa rail,gallirallus okinawae,gruiformes,rallidae,Aves
tahiti rail,gallirallus pacificus,gruiformes,rallidae,Aves
buff-banded rail,gallirallus philippensis,gruiformes,rallidae,Aves
chatham islands rail,gallirallus modestus,gruiformes,rallidae,Aves
dieffenbach's rail,gallirallus dieffenbachii,gruiformes,rallidae,Aves
new britain rail,gallirallus insignis,gruiformes,rallidae,Aves
woodford's rail,gallirallus woodfordi,gruiformes,rallidae,Aves
bar-winged rail,gallirallus poecilopterus,gruiformes,rallidae,Aves
guam rail,gallirallus owstoni,gruiformes,rallidae,Aves
wake island rail,gallirallus wakensis,gruiformes,rallidae,Aves
barred rail,gallirallus torquatus,gruiformes,rallidae,Aves
roviana rail,gallirallus rovianae,gruiformes,rallidae,Aves
grey-throated rail,canirallus oculeus,gruiformes,rallidae,Aves
spotted rail,pardirallus maculatus,gruiformes,rallidae,Aves
blackish rail,pardirallus nigricans,gruiformes,rallidae,Aves
plumbeous rail,pardirallus sanguinolentus,gruiformes,rallidae,Aves
ash-throated crake,mustelirallus albicollis,gruiformes,rallidae,Aves
zapata rail,mustelirallus cerverai,gruiformes,rallidae,Aves
colombian crake,mustelirallus colombianus,gruiformes,rallidae,Aves
paint-billed crake,mustelirallus erythrops,gruiformes,rallidae,Aves
uniform crake,amaurolimnas concolor,gruiformes,rallidae,Aves
giant wood-rail,aramides ypecaha,gruiformes,rallidae,Aves
brown wood-rail,aramides wolfi,gruiformes,rallidae,Aves
little wood-rail,aramides mangle,gruiformes,rallidae,Aves
rufous-necked wood-rail,aramides axillaris,gruiformes,rallidae,Aves
russet-naped wood-rail,aramides albiventris,gruiformes,rallidae,Aves
grey-cowled wood-rail,aramides cajaneus,gruiformes,rallidae,Aves
russet-naped/grey-cowled wood-rail,aramides albiventris/cajaneus,gruiformes,rallidae,Aves
red-winged wood-rail,aramides calopterus,gruiformes,rallidae,Aves
slaty-breasted wood-rail,aramides saracura,gruiformes,rallidae,Aves
wood-rail sp.,aramides sp.,gruiformes,rallidae,Aves
black-tailed nativehen,tribonyx ventralis,gruiformes,rallidae,Aves
hodgen's waterhen,tribonyx hodgenorum,gruiformes,rallidae,Aves
tasmanian nativehen,tribonyx mortierii,gruiformes,rallidae,Aves
spot-flanked gallinule,porphyriops melanops,gruiformes,rallidae,Aves
sora,porzana carolina,gruiformes,rallidae,Aves
spotted crake,porzana porzana,gruiformes,rallidae,Aves
australian crake,porzana fluminea,gruiformes,rallidae,Aves
dot-winged crake,porzana spiloptera,gruiformes,rallidae,Aves
lesser moorhen,paragallinula angulata,gruiformes,rallidae,Aves
makira moorhen,gallinula silvestris,gruiformes,rallidae,Aves
tristan moorhen,gallinula nesiotis,gruiformes,rallidae,Aves
gough moorhen,gallinula comeri,gruiformes,rallidae,Aves
eurasian moorhen,gallinula chloropus,gruiformes,rallidae,Aves
common gallinule,gallinula galeata,gruiformes,rallidae,Aves
eurasian moorhen/common gallinule,gallinula chloropus/galeata,gruiformes,rallidae,Aves
dusky moorhen,gallinula tenebrosa,gruiformes,rallidae,Aves
samoan moorhen,gallinula pacifica,gruiformes,rallidae,Aves
red-fronted coot,fulica rufifrons,gruiformes,rallidae,Aves
horned coot,fulica cornuta,gruiformes,rallidae,Aves
giant coot,fulica gigantea,gruiformes,rallidae,Aves
red-gartered coot,fulica armillata,gruiformes,rallidae,Aves
eurasian coot,fulica atra,gruiformes,rallidae,Aves
mascarene coot,fulica newtonii,gruiformes,rallidae,Aves
red-knobbed coot,fulica cristata,gruiformes,rallidae,Aves
eurasian/red-knobbed coot,fulica atra/cristata,gruiformes,rallidae,Aves
hawaiian coot,fulica alai,gruiformes,rallidae,Aves
american coot,fulica americana,gruiformes,rallidae,Aves
slate-colored coot,fulica ardesiaca,gruiformes,rallidae,Aves
white-winged coot,fulica leucoptera,gruiformes,rallidae,Aves
coot sp.,fulica sp.,gruiformes,rallidae,Aves
allen's gallinule,porphyrio alleni,gruiformes,rallidae,Aves
purple gallinule,porphyrio martinica,gruiformes,rallidae,Aves
azure gallinule,porphyrio flavirostris,gruiformes,rallidae,Aves
marquesan swamphen,porphyrio paepae,gruiformes,rallidae,Aves
new caledonian gallinule,porphyrio kukwiedei,gruiformes,rallidae,Aves
reunion gallinule,porphyrio caerulescens,gruiformes,rallidae,Aves
western swamphen,porphyrio porphyrio,gruiformes,rallidae,Aves
black-backed swamphen,porphyrio indicus,gruiformes,rallidae,Aves
african swamphen,porphyrio madagascariensis,gruiformes,rallidae,Aves
south island takahe,porphyrio hochstetteri,gruiformes,rallidae,Aves
north island takahe,porphyrio mantelli,gruiformes,rallidae,Aves
australasian swamphen,porphyrio melanotus,gruiformes,rallidae,Aves
philippine swamphen,porphyrio pulverulentus,gruiformes,rallidae,Aves
lord howe swamphen,porphyrio albus,gruiformes,rallidae,Aves
grey-headed swamphen,porphyrio poliocephalus,gruiformes,rallidae,Aves
black-backed/grey-headed swamphen,porphyrio indicus/poliocephalus,gruiformes,rallidae,Aves
african/grey-headed swamphen,porphyrio madagascariensis/poliocephalus,gruiformes,rallidae,Aves
swamphen sp.,porphyrio sp. (swamphen sp.),gruiformes,rallidae,Aves
moorhen/coot/gallinule sp.,gallinula/fulica/porphyrio sp.,gruiformes,rallidae,Aves
nkulengu rail,himantornis haematopus,gruiformes,rallidae,Aves
white-browed crake,poliolimnas cinereus,gruiformes,rallidae,Aves
new guinea flightless rail,megacrex inepta,gruiformes,rallidae,Aves
watercock,gallicrex cinerea,gruiformes,rallidae,Aves
isabelline bush-hen,amaurornis isabellina,gruiformes,rallidae,Aves
plain bush-hen,amaurornis olivacea,gruiformes,rallidae,Aves
white-breasted waterhen,amaurornis phoenicurus,gruiformes,rallidae,Aves
talaud bush-hen,amaurornis magnirostris,gruiformes,rallidae,Aves
