primary_com_name,sci_name,order,family,class
black-chested honeyeater,lichmera notabilis,passeriformes,meliphagidae,Aves
crescent honeyeater,phylidonyris pyrrhopterus,passeriformes,meliphagidae,Aves
new holland honeyeater,phylidonyris novaehollandiae,passeriformes,meliphagidae,Aves
white-cheeked honeyeater,phylidonyris niger,passeriformes,meliphagidae,Aves
white-streaked honeyeater,trichodere cockerelli,passeriformes,meliphagidae,Aves
white-eared honeyeater,nesoptilotis leucotis,passeriformes,meliphagidae,Aves
yellow-throated honeyeater,nesoptilotis flavicollis,passeriformes,meliphagidae,Aves
blue-faced honeyeater,entomyzon cyanotis,passeriformes,meliphagidae,Aves
white-throated honeyeater,melithreptus albogularis,passeriformes,meliphagidae,Aves
gilbert's honeyeater,melithreptus chloropsis,passeriformes,meliphagidae,Aves
white-naped honeyeater,melithreptus lunatus,passeriformes,meliphagidae,Aves
black-headed honeyeater,melithreptus affinis,passeriformes,meliphagidae,Aves
brown-headed honeyeater,melithreptus brevirostris,passeriformes,meliphagidae,Aves
black-chinned honeyeater,melithreptus gularis,passeriformes,meliphagidae,Aves
strong-billed honeyeater,melithreptus validirostris,passeriformes,meliphagidae,Aves
melithreptus sp.,melithreptus sp.,passeriformes,meliphagidae,Aves
makira honeyeater,meliarchus sclateri,passeriformes,meliphagidae,Aves
guadalcanal honeyeater,guadalcanaria inexpectata,passeriformes,meliphagidae,Aves
kadavu honeyeater,meliphacator provocator,passeriformes,meliphagidae,Aves
chattering giant-honeyeater,gymnomyza viridis,passeriformes,meliphagidae,Aves
duetting giant-honeyeater,gymnomyza brunneirostris,passeriformes,meliphagidae,Aves
mao,gymnomyza samoensis,passeriformes,meliphagidae,Aves
crow honeyeater,gymnomyza aubryana,passeriformes,meliphagidae,Aves
western wattled-honeyeater,foulehaio procerior,passeriformes,meliphagidae,Aves
eastern wattled-honeyeater,foulehaio carunculatus,passeriformes,meliphagidae,Aves
northern wattled-honeyeater,foulehaio taviunensis,passeriformes,meliphagidae,Aves
tawny-breasted honeyeater,xanthotis flaviventer,passeriformes,meliphagidae,Aves
spotted honeyeater,xanthotis polygrammus,passeriformes,meliphagidae,Aves
macleay's honeyeater,xanthotis macleayanus,passeriformes,meliphagidae,Aves
striped honeyeater,plectorhyncha lanceolata,passeriformes,meliphagidae,Aves
painted honeyeater,grantiella picta,passeriformes,meliphagidae,Aves
white-streaked friarbird,melitograis gilolensis,passeriformes,meliphagidae,Aves
little friarbird,philemon citreogularis,passeriformes,meliphagidae,Aves
meyer's friarbird,philemon meyeri,passeriformes,meliphagidae,Aves
timor friarbird,philemon inornatus,passeriformes,meliphagidae,Aves
grey friarbird,philemon kisserensis,passeriformes,meliphagidae,Aves
brass's friarbird,philemon brassi,passeriformes,meliphagidae,Aves
morotai friarbird,philemon fuscicapillus,passeriformes,meliphagidae,Aves
buru friarbird,philemon moluccensis,passeriformes,meliphagidae,Aves
tanimbar friarbird,philemon plumigenis,passeriformes,meliphagidae,Aves
seram friarbird,philemon subcorniculatus,passeriformes,meliphagidae,Aves
new ireland friarbird,philemon eichhorni,passeriformes,meliphagidae,Aves
helmeted friarbird,philemon buceroides,passeriformes,meliphagidae,Aves
white-naped friarbird,philemon albitorques,passeriformes,meliphagidae,Aves
new britain friarbird,philemon cockerelli,passeriformes,meliphagidae,Aves
silver-crowned friarbird,philemon argenticeps,passeriformes,meliphagidae,Aves
noisy friarbird,philemon corniculatus,passeriformes,meliphagidae,Aves
new caledonian friarbird,philemon diemenensis,passeriformes,meliphagidae,Aves
friarbird sp.,philemon sp.,passeriformes,meliphagidae,Aves
meliphagidae sp.,meliphagidae sp.,passeriformes,meliphagidae,Aves
western bristlebird,dasyornis longirostris,passeriformes,dasyornithidae,Aves
eastern bristlebird,dasyornis brachypterus,passeriformes,dasyornithidae,Aves
rufous bristlebird,dasyornis broadbenti,passeriformes,dasyornithidae,Aves
spotted pardalote,pardalotus punctatus,passeriformes,pardalotidae,Aves
forty-spotted pardalote,pardalotus quadragintus,passeriformes,pardalotidae,Aves
red-browed pardalote,pardalotus rubricatus,passeriformes,pardalotidae,Aves
striated pardalote,pardalotus striatus,passeriformes,pardalotidae,Aves
pardalote sp.,pardalotus sp.,passeriformes,pardalotidae,Aves
goldenface,pachycare flavogriseum,passeriformes,acanthizidae,Aves
fernwren,oreoscopus gutturalis,passeriformes,acanthizidae,Aves
pilotbird,pycnoptilus floccosus,passeriformes,acanthizidae,Aves
redthroat,pyrrholaemus brunneus,passeriformes,acanthizidae,Aves
speckled warbler,pyrrholaemus sagittatus,passeriformes,acanthizidae,Aves
shy heathwren,hylacola cauta,passeriformes,acanthizidae,Aves
chestnut-rumped heathwren,hylacola pyrrhopygia,passeriformes,acanthizidae,Aves
striated fieldwren,calamanthus fuliginosus,passeriformes,acanthizidae,Aves
rufous fieldwren,calamanthus campestris,passeriformes,acanthizidae,Aves
western fieldwren,calamanthus montanellus,passeriformes,acanthizidae,Aves
rufous/western fieldwren,calamanthus campestris/montanellus,passeriformes,acanthizidae,Aves
weebill,smicrornis brevirostris,passeriformes,acanthizidae,Aves
yellow-throated scrubwren,neosericornis citreogularis,passeriformes,acanthizidae,Aves
mountain mouse-warbler,crateroscelis robusta,passeriformes,acanthizidae,Aves
rusty mouse-warbler,crateroscelis murina,passeriformes,acanthizidae,Aves
rockwarbler,origma solitaria,passeriformes,acanthizidae,Aves
tasmanian scrubwren,sericornis humilis,passeriformes,acanthizidae,Aves
white-browed scrubwren,sericornis frontalis,passeriformes,acanthizidae,Aves
spotted scrubwren,sericornis maculatus,passeriformes,acanthizidae,Aves
white-browed/spotted scrubwren,sericornis frontalis/maculatus,passeriformes,acanthizidae,Aves
atherton scrubwren,sericornis keri,passeriformes,acanthizidae,Aves
tropical scrubwren,sericornis beccarii,passeriformes,acanthizidae,Aves
large-billed scrubwren,sericornis magnirostra,passeriformes,acanthizidae,Aves
large scrubwren,sericornis nouhuysi,passeriformes,acanthizidae,Aves
pale-billed scrubwren,aethomyias spilodera,passeriformes,acanthizidae,Aves
bicolored mouse-warbler,aethomyias nigrorufus,passeriformes,acanthizidae,Aves
mouse-warbler sp.,crateroscelis robusta/murina/aethomyias nigrorufus,passeriformes,acanthizidae,Aves
vogelkop scrubwren,aethomyias rufescens,passeriformes,acanthizidae,Aves
buff-faced scrubwren,aethomyias perspicillatus,passeriformes,acanthizidae,Aves
grey-green scrubwren,aethomyias arfakianus,passeriformes,acanthizidae,Aves
papuan scrubwren,aethomyias papuensis,passeriformes,acanthizidae,Aves
scrubwren sp.,neosericornis/sericornis/aethomyias sp.,passeriformes,acanthizidae,Aves
scrubtit,acanthornis magna,passeriformes,acanthizidae,Aves
southern whiteface,aphelocephala leucopsis,passeriformes,acanthizidae,Aves
banded whiteface,aphelocephala nigricincta,passeriformes,acanthizidae,Aves
chestnut-breasted whiteface,aphelocephala pectoralis,passeriformes,acanthizidae,Aves
yellow-rumped thornbill,acanthiza chrysorrhoa,passeriformes,acanthizidae,Aves
grey thornbill,acanthiza cinerea,passeriformes,acanthizidae,Aves
papuan thornbill,acanthiza murina,passeriformes,acanthizidae,Aves
yellow thornbill,acanthiza nana,passeriformes,acanthizidae,Aves
striated thornbill,acanthiza lineata,passeriformes,acanthizidae,Aves
inland thornbill,acanthiza apicalis,passeriformes,acanthizidae,Aves
tasmanian thornbill,acanthiza ewingii,passeriformes,acanthizidae,Aves
mountain thornbill,acanthiza katherina,passeriformes,acanthizidae,Aves
brown thornbill,acanthiza pusilla,passeriformes,acanthizidae,Aves
tasmanian/brown thornbill,acanthiza ewingii/pusilla,passeriformes,acanthizidae,Aves
slaty-backed thornbill,acanthiza robustirostris,passeriformes,acanthizidae,Aves
slender-billed thornbill,acanthiza iredalei,passeriformes,acanthizidae,Aves
chestnut-rumped thornbill,acanthiza uropygialis,passeriformes,acanthizidae,Aves
western thornbill,acanthiza inornata,passeriformes,acanthizidae,Aves
buff-rumped thornbill,acanthiza reguloides,passeriformes,acanthizidae,Aves
thornbill sp.,acanthiza sp.,passeriformes,acanthizidae,Aves
yellow-bellied gerygone,gerygone chrysogaster,passeriformes,acanthizidae,Aves
brown gerygone,gerygone mouki,passeriformes,acanthizidae,Aves
green-backed gerygone,gerygone chloronota,passeriformes,acanthizidae,Aves
fairy gerygone,gerygone palpebrosa,passeriformes,acanthizidae,Aves
large-billed gerygone,gerygone magnirostris,passeriformes,acanthizidae,Aves
biak gerygone,gerygone hypoxantha,passeriformes,acanthizidae,Aves
plain gerygone,gerygone inornata,passeriformes,acanthizidae,Aves
rufous-sided gerygone,gerygone dorsalis,passeriformes,acanthizidae,Aves
white-throated gerygone,gerygone olivacea,passeriformes,acanthizidae,Aves
golden-bellied gerygone,gerygone sulphurea,passeriformes,acanthizidae,Aves
dusky gerygone,gerygone tenebrosa,passeriformes,acanthizidae,Aves
fan-tailed gerygone,gerygone flavolateralis,passeriformes,acanthizidae,Aves
rennell gerygone,gerygone citrina,passeriformes,acanthizidae,Aves
mangrove gerygone,gerygone levigaster,passeriformes,acanthizidae,Aves
western gerygone,gerygone fusca,passeriformes,acanthizidae,Aves
brown-breasted gerygone,gerygone ruficollis,passeriformes,acanthizidae,Aves
lord howe gerygone,gerygone insularis,passeriformes,acanthizidae,Aves
norfolk island gerygone,gerygone modesta,passeriformes,acanthizidae,Aves
grey gerygone,gerygone igata,passeriformes,acanthizidae,Aves
chatham island gerygone,gerygone albofrontata,passeriformes,acanthizidae,Aves
gerygone sp.,gerygone sp.,passeriformes,acanthizidae,Aves
papuan babbler,garritornis isidorei,passeriformes,pomatostomidae,Aves
grey-crowned babbler,pomatostomus temporalis,passeriformes,pomatostomidae,Aves
white-browed babbler,pomatostomus superciliosus,passeriformes,pomatostomidae,Aves
hall's babbler,pomatostomus halli,passeriformes,pomatostomidae,Aves
chestnut-crowned babbler,pomatostomus ruficeps,passeriformes,pomatostomidae,Aves
pseudo-babbler sp.,pomatostomus sp.,passeriformes,pomatostomidae,Aves
papuan logrunner,orthonyx novaeguineae,passeriformes,orthonychidae,Aves
australian logrunner,orthonyx temminckii,passeriformes,orthonychidae,Aves
chowchilla,orthonyx spaldingii,passeriformes,orthonychidae,Aves
spotted quail-thrush,cinclosoma punctatum,passeriformes,cinclosomatidae,Aves
chestnut quail-thrush,cinclosoma castanotum,passeriformes,cinclosomatidae,Aves
copperback quail-thrush,cinclosoma clarum,passeriformes,cinclosomatidae,Aves
chestnut-breasted quail-thrush,cinclosoma castaneothorax,passeriformes,cinclosomatidae,Aves
western quail-thrush,cinclosoma marginatum,passeriformes,cinclosomatidae,Aves
cinnamon quail-thrush,cinclosoma cinnamomeum,passeriformes,cinclosomatidae,Aves
nullarbor quail-thrush,cinclosoma alisteri,passeriformes,cinclosomatidae,Aves
painted quail-thrush,cinclosoma ajax,passeriformes,cinclosomatidae,Aves
quail-thrush sp.,cinclosoma sp.,passeriformes,cinclosomatidae,Aves
spotted jewel-babbler,ptilorrhoa leucosticta,passeriformes,cinclosomatidae,Aves
blue jewel-babbler,ptilorrhoa caerulescens,passeriformes,cinclosomatidae,Aves
dimorphic jewel-babbler,ptilorrhoa geislerorum,passeriformes,cinclosomatidae,Aves
blue/dimorphic jewel-babbler,ptilorrhoa caerulescens/geislerorum,passeriformes,cinclosomatidae,Aves
chestnut-backed jewel-babbler,ptilorrhoa castanonota,passeriformes,cinclosomatidae,Aves
jewel-babbler sp.,ptilorrhoa sp.,passeriformes,cinclosomatidae,Aves
white-bellied minivet,pericrocotus erythropygius,passeriformes,campephagidae,Aves
jerdon's minivet,pericrocotus albifrons,passeriformes,campephagidae,Aves
fiery minivet,pericrocotus igneus,passeriformes,campephagidae,Aves
small minivet,pericrocotus cinnamomeus,passeriformes,campephagidae,Aves
grey-chinned minivet,pericrocotus solaris,passeriformes,campephagidae,Aves
sunda minivet,pericrocotus miniatus,passeriformes,campephagidae,Aves
short-billed minivet,pericrocotus brevirostris,passeriformes,campephagidae,Aves
flores minivet,pericrocotus lansbergei,passeriformes,campephagidae,Aves
long-tailed minivet,pericrocotus ethologus,passeriformes,campephagidae,Aves
orange minivet,pericrocotus flammeus,passeriformes,campephagidae,Aves
scarlet minivet,pericrocotus speciosus,passeriformes,campephagidae,Aves
ryukyu minivet,pericrocotus tegimae,passeriformes,campephagidae,Aves
ashy minivet,pericrocotus divaricatus,passeriformes,campephagidae,Aves
ryukyu/ashy minivet,pericrocotus tegimae/divaricatus,passeriformes,campephagidae,Aves
brown-rumped minivet,pericrocotus cantonensis,passeriformes,campephagidae,Aves
ashy/brown-rumped minivet,pericrocotus divaricatus/cantonensis,passeriformes,campephagidae,Aves
rosy minivet,pericrocotus roseus,passeriformes,campephagidae,Aves
minivet sp. (red minivet sp.),pericrocotus sp. (red minivet sp.),passeriformes,campephagidae,Aves
minivet sp. (grey minivet sp.),pericrocotus sp. (grey minivet sp.),passeriformes,campephagidae,Aves
minivet sp.,pericrocotus sp.,passeriformes,campephagidae,Aves
comoro cuckooshrike,coracina cucullata,passeriformes,campephagidae,Aves
madagascar cuckooshrike,coracina cinerea,passeriformes,campephagidae,Aves
grauer's cuckooshrike,coracina graueri,passeriformes,campephagidae,Aves
grey cuckooshrike,coracina caesia,passeriformes,campephagidae,Aves
white-breasted cuckooshrike,coracina pectoralis,passeriformes,campephagidae,Aves
stout-billed cuckooshrike,coracina caeruleogrisea,passeriformes,campephagidae,Aves
hooded cuckooshrike,coracina longicauda,passeriformes,campephagidae,Aves
pied cuckooshrike,coracina bicolor,passeriformes,campephagidae,Aves
cerulean cuckooshrike,coracina temminckii,passeriformes,campephagidae,Aves
ground cuckooshrike,coracina maxima,passeriformes,campephagidae,Aves
barred cuckooshrike,coracina lineata,passeriformes,campephagidae,Aves
boyer's cuckooshrike,coracina boyeri,passeriformes,campephagidae,Aves
black-faced cuckooshrike,coracina novaehollandiae,passeriformes,campephagidae,Aves
north melanesian cuckooshrike,coracina welchmani,passeriformes,campephagidae,Aves
white-bellied cuckooshrike,coracina papuensis,passeriformes,campephagidae,Aves
moluccan cuckooshrike,coracina atriceps,passeriformes,campephagidae,Aves
manus cuckooshrike,coracina ingens,passeriformes,campephagidae,Aves
south melanesian cuckooshrike,coracina caledonica,passeriformes,campephagidae,Aves
large cuckooshrike,coracina macei,passeriformes,campephagidae,Aves
bar-bellied cuckooshrike,coracina striata,passeriformes,campephagidae,Aves
andaman cuckooshrike,coracina dobsoni,passeriformes,campephagidae,Aves
sunda cuckooshrike,coracina larvata,passeriformes,campephagidae,Aves
javan cuckooshrike,coracina javensis,passeriformes,campephagidae,Aves
wallacean cuckooshrike,coracina personata,passeriformes,campephagidae,Aves
buru cuckooshrike,coracina fortis,passeriformes,campephagidae,Aves
white-rumped cuckooshrike,coracina leucopygia,passeriformes,campephagidae,Aves
slaty cuckooshrike,coracina schistacea,passeriformes,campephagidae,Aves
coracina sp.,coracina sp.,passeriformes,campephagidae,Aves
ghana cuckooshrike,lobotos lobatus,passeriformes,campephagidae,Aves
oriole cuckooshrike,lobotos oriolinus,passeriformes,campephagidae,Aves
black cuckooshrike,campephaga flava,passeriformes,campephagidae,Aves
petit's cuckooshrike,campephaga petiti,passeriformes,campephagidae,Aves
red-shouldered cuckooshrike,campephaga phoenicea,passeriformes,campephagidae,Aves
purple-throated cuckooshrike,campephaga quiscalina,passeriformes,campephagidae,Aves
african cuckooshrike sp.,campephaga sp.,passeriformes,campephagidae,Aves
golden cuckooshrike,campochaera sloetii,passeriformes,campephagidae,Aves
mcgregor's cuckooshrike,malindangia mcgregori,passeriformes,campephagidae,Aves
polynesian triller,lalage maculosa,passeriformes,campephagidae,Aves
samoan triller,lalage sharpei,passeriformes,campephagidae,Aves
long-tailed triller,lalage leucopyga,passeriformes,campephagidae,Aves
white-shouldered triller,lalage sueurii,passeriformes,campephagidae,Aves
white-winged triller,lalage tricolor,passeriformes,campephagidae,Aves
black-browed triller,lalage atrovirens,passeriformes,campephagidae,Aves
white-browed triller,lalage moesta,passeriformes,campephagidae,Aves
varied triller,lalage leucomela,passeriformes,campephagidae,Aves
mussau triller,lalage conjuncta,passeriformes,campephagidae,Aves
black-and-white triller,lalage melanoleuca,passeriformes,campephagidae,Aves
white-rumped triller,lalage leucopygialis,passeriformes,campephagidae,Aves
pied triller,lalage nigra,passeriformes,campephagidae,Aves
rufous-bellied triller,lalage aurea,passeriformes,campephagidae,Aves
reunion cuckooshrike,lalage newtoni,passeriformes,campephagidae,Aves
mauritius cuckooshrike,lalage typica,passeriformes,campephagidae,Aves
black-winged cuckooshrike,lalage melaschistos,passeriformes,campephagidae,Aves
black-headed cuckooshrike,lalage melanoptera,passeriformes,campephagidae,Aves
large/black-headed cuckooshrike,coracina macei/lalage melanoptera,passeriformes,campephagidae,Aves
lesser cuckooshrike,lalage fimbriata,passeriformes,campephagidae,Aves
indochinese cuckooshrike,lalage polioptera,passeriformes,campephagidae,Aves
lalage sp.,lalage sp.,passeriformes,campephagidae,Aves
pygmy cuckooshrike,celebesia abbotti,passeriformes,campephagidae,Aves
halmahera cuckooshrike,celebesia parvula,passeriformes,campephagidae,Aves
blue cuckooshrike,cyanograucalus azureus,passeriformes,campephagidae,Aves
new caledonian cuckooshrike,analisoma analis,passeriformes,campephagidae,Aves
blackish cuckooshrike,analisoma coerulescens,passeriformes,campephagidae,Aves
white-winged cuckooshrike,analisoma ostenta,passeriformes,campephagidae,Aves
