Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,3,0,0,3,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Both animal categories,"",-,-,53,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"",-,-,45,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,45,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Anatidae (unidentified)",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Black Swan",-,-,-,1,Animal,11,1,0,11,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Brent Goose",-,-,-,-,Animal,6,0,0,6,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Canada Goose",-,-,-,5,Animal,21,5,0,21,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Common Kestrel",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Common Shelduck",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Cygnus (unidentified)",-,-,-,-,Animal,11,0,0,11,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Eurasian buzzard (common buzzard)",-,-,-,-,Animal,5,0,0,5,0
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Eurasian Sparrowhawk",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Eurasian Wigeon",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Gray Seal",-,-,-,-,Animal,1,1,0,0,0
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Grey Heron",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Greylag Goose",-,-,-,-,Animal,8,0,0,8,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Harbor Seal",-,-,-,-,Animal,4,3,0,1,0
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Herring Gull",-,-,-,-,Animal,2,0,0,2,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Lesser Black-backed Gull",-,-,-,-,Animal,3,0,0,2,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Mallard",-,-,-,12,Animal,0,12,0,0,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Maned Duck",-,-,-,10,Animal,0,10,0,0,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Mute Swan",-,-,-,26,Animal,184,11,0,181,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Peregrin falcon",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Pink-footed Goose",-,-,-,-,Animal,2,0,0,2,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Plumed Whistling-Duck",-,-,-,9,Animal,1,8,0,1,-
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Red Fox",-,-,-,-,Animal,1,0,0,1,0
2020,Jul-Dec 2020,Europe,United Kingdom,"England","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Whooper Swan",-,-,-,-,Animal,22,0,0,22,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Northern Ireland","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,2,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Northern Ireland","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,63451,Animal,365,63136,0,315,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Northern Ireland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Northern Ireland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Mute Swan",-,-,-,-,Animal,3,0,0,3,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Northern Ireland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Whooper Swan",-,-,-,-,Animal,3,0,0,3,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Scotland","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Scotland","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,48,Animal,48,11,0,37,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Scotland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Both animal categories,"",-,-,11,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Scotland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Charadriidae (unidentified)",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Scotland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Cygnus (unidentified)",-,-,-,-,Animal,4,0,0,4,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Scotland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Greylag Goose",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Scotland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Mute Swan",-,-,-,-,Animal,5,0,0,5,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Scotland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Red Knot",-,-,-,-,Animal,1,0,0,1,0
2020,Jul-Dec 2020,Europe,United Kingdom,"Scotland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Whooper Swan",-,-,-,-,Animal,4,0,0,4,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Wales","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N5",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Wales","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N5",Wild,"Mute Swan",-,-,-,-,Animal,4,0,0,4,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Wales","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,United Kingdom,"Wales","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Little Grebe",-,-,-,-,Animal,1,0,0,1,-
2021,Jan-Jun 2021,Africa,Algeria,"Batna","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Algeria,"Batna","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,400,Animal,20,0,0,380,0
2021,Jan-Jun 2021,Africa,Algeria,"Batna","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Algeria,"Batna","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Redwing",-,-,-,-,Animal,3,0,0,3,0
2021,Jan-Jun 2021,Africa,Algeria,"Oum el Bouaghi","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Algeria,"Oum el Bouaghi","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,51200,Animal,51200,1200,-,50000,-
2021,Jan-Jun 2021,Africa,Egypt,"Al Jizah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Egypt,"Al Jizah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,600,Animal,460,540,0,60,36788
2021,Jan-Jun 2021,Africa,Egypt,"Al Minufiyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Egypt,"Al Minufiyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,25,Animal,16,9,0,16,0
2021,Jan-Jun 2021,Africa,Egypt,"Al Minya","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Egypt,"Al Minya","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,13500,Animal,12000,13230,0,270,15661
2021,Jan-Jun 2021,Africa,Egypt,"Al Qalyubiyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Egypt,"Al Qalyubiyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,482,Animal,400,427,0,55,12000
2021,Jan-Jun 2021,Africa,Egypt,"Bani Suwayf","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Egypt,"Bani Suwayf","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"Birds",-,-,-,8450,Animal,7400,8025,0,425,45000
2021,Jan-Jun 2021,Africa,Egypt,"Qina","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Egypt,"Qina","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"Birds",-,-,-,8000,Animal,7000,7600,0,400,9908
2021,Jan-Jun 2021,Africa,Ghana,"Central","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Ghana,"Central","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"Birds",-,-,-,6600,Animal,6600,4200,-,2400,-
2021,Jan-Jun 2021,Africa,Ghana,"Greater Accra","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"",-,-,5,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Ghana,"Greater Accra","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"Birds",-,-,-,2997,Animal,2997,300,-,2697,-
2021,Jan-Jun 2021,Africa,Lesotho,"Leribe","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Lesotho,"Leribe","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"Birds",-,-,-,45360,Animal,1418,24771,0,1418,0
2021,Jan-Jun 2021,Africa,Lesotho,"Maseru","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Lesotho,"Maseru","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"Birds",-,-,-,3000,Animal,2573,0,0,2573,0
2021,Jan-Jun 2021,Africa,Mali,"Bamako","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Mali,"Bamako","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,150,Animal,60,90,0,60,0
2021,Jan-Jun 2021,Africa,Mali,"Koulikoro","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Mali,"Koulikoro","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,48600,Animal,39800,24810,0,39800,0
2021,Jan-Jun 2021,Africa,Mali,"Mali","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",-,-,-,150000,Animal,145000,0,0,5000,0
2021,Jan-Jun 2021,Africa,Mali,"Sikasso","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Mali,"Sikasso","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,40000,Animal,30000,10000,0,30000,0
2021,Jan-Jun 2021,Africa,Mauritania,"R'Kiz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Mauritania,"R'Kiz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great White Pelican",-,-,-,16000,Animal,500,495,0,495,-
2021,Jan-Jun 2021,Africa,Niger,"Niamey","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Niger,"Niamey","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,58350,Animal,30588,30820,0,27530,0
2021,Jan-Jun 2021,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,8,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,46896,Animal,44850,43872,0,3024,0
2021,Jan-Jun 2021,Africa,Nigeria,"Bayelsa","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Bayelsa","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,2200,Animal,2200,0,0,850,0
2021,Jan-Jun 2021,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,82020,Animal,82020,0,0,34070,0
2021,Jan-Jun 2021,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,2800,Animal,2800,1500,0,1300,0
2021,Jan-Jun 2021,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,2780,Animal,2780,596,0,2184,0
2021,Jan-Jun 2021,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,10505,Animal,3600,8469,0,2036,0
2021,Jan-Jun 2021,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,20,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,226567,Animal,223160,212557,0,14010,0
2021,Jan-Jun 2021,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,12,Animal,12,8,0,4,0
2021,Jan-Jun 2021,Africa,Nigeria,"Nassarawa","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Nassarawa","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,7000,Animal,7000,4450,0,2550,0
2021,Jan-Jun 2021,Africa,Nigeria,"Niger","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Niger","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,1500,Animal,1500,698,0,802,0
2021,Jan-Jun 2021,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,44,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,104510,Animal,104510,87105,0,17405,0
2021,Jan-Jun 2021,Africa,Senegal,"Ndiaye Mberess","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great White Pelican",3534,81576,1,8887,Animal,822,0,0,822,-
2021,Jan-Jun 2021,Africa,Senegal,"Ndiaye Mberess","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Pink-backed Pelican",3534,81576,0,35,Animal,0,0,0,0,-
2021,Jan-Jun 2021,Africa,South Africa,"Eastern Cape","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,4,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"Eastern Cape","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,7182,Animal,7041,6,0,7034,0
2021,Jan-Jun 2021,Africa,South Africa,"Eastern Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"Eastern Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",-,-,-,300,Animal,6,0,0,6,0
2021,Jan-Jun 2021,Africa,South Africa,"Free State","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"Free State","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,825000,Animal,40061,258484,0,40050,0
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,8,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,729174,Animal,6368,703092,0,6279,0
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Both animal categories,"",-,-,7,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Brown Pelican",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Egyptian Goose",-,-,-,-,Animal,3,0,0,0,0
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Pink-backed Pelican",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,10,0,0,5,0
2021,Jan-Jun 2021,Africa,South Africa,"KwaZulu-Natal","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"KwaZulu-Natal","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,198000,Animal,6397,120267,0,6397,0
2021,Jan-Jun 2021,Africa,South Africa,"Mpumalanga","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"Mpumalanga","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,32969,Animal,8229,32913,0,56,0
2021,Jan-Jun 2021,Africa,South Africa,"North West","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,4,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"North West","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,150478,Animal,13657,143362,0,13542,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,18,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,1291390,Animal,43297,1114449,128000,43278,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Both animal categories,"",-,-,23,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",-,-,-,110,Animal,4,0,0,4,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"African black oystercatcher",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"African fish eagle",-,-,-,-,Animal,1,0,0,1,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Arctic Jaeger",-,-,-,-,Animal,2,1,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Bank cormorant",-,-,-,-,Animal,4,-,-,3,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Barn Owl (Common Barn-Owl)",-,-,-,-,Animal,1,-,-,1,-
