Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black Swan",-,-,-,55,Animal,6,0,0,6,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Heron",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Blue crane",-,-,-,-,Animal,1,0,0,1,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Blue-and-yellow Macaw",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Brown skua",-,-,-,-,Animal,1,1,-,0,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Cape cormorant",-,-,-,-,Animal,233,97,-,115,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Egyptian Goose",-,-,-,-,Animal,2,1,0,1,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great White Pelican",-,-,-,-,Animal,43,3,0,40,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great-winged petrel",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Grey-headed gull",-,-,-,-,Animal,1,0,0,1,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Hartlaub's gull",-,-,-,-,Animal,20,10,0,10,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Jackass Penguin",-,-,-,3600,Animal,90,33,0,27,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Kelp Gull",-,-,-,-,Animal,13,5,0,8,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Sacred Ibis",-,-,-,-,Animal,16,6,0,7,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Sandwich Tern",-,-,-,-,Animal,1,1,-,0,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Secretary bird",-,-,-,-,Animal,2,0,0,2,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Spotted eagle-owl",-,-,-,-,Animal,4,0,0,4,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Spur-winged Goose",-,-,-,-,Animal,1,1,0,0,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Swift tern",-,-,-,-,Animal,1,1,-,0,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wild turkey",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Yellow-billed Duck",-,-,-,-,Animal,1,1,0,0,0
2021,Jan-Jun 2021,Africa,Togo,"Maritime","High pathogenicity avian influenza viruses (poultry) (Inf. with)","not typed",Domestic,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Togo,"Maritime","High pathogenicity avian influenza viruses (poultry) (Inf. with)","not typed",Domestic,"Birds",-,-,-,2003,Animal,2000,1220,0,780,0
2021,Jan-Jun 2021,Americas,Mexico,"Aguascalientes","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Americas,Mexico,"Aguascalientes","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"Birds",-,-,-,230,Animal,151,0,79,151,0
2021,Jan-Jun 2021,Americas,Mexico,"Guanajuato","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Americas,Mexico,"Guanajuato","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"Birds",-,-,-,350,Animal,8,0,342,8,0
2021,Jan-Jun 2021,Americas,Mexico,"Hidalgo","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Americas,Mexico,"Hidalgo","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"Birds",-,-,-,25,Animal,3,0,22,3,0
2021,Jan-Jun 2021,Americas,Mexico,"Jalisco","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Americas,Mexico,"Jalisco","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"Birds",-,-,-,102,Animal,82,0,20,82,0
2021,Jan-Jun 2021,Americas,Mexico,"Nuevo León","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Americas,Mexico,"Nuevo León","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"Birds",-,-,-,500,Animal,160,0,340,160,0
2021,Jan-Jun 2021,Americas,Mexico,"Puebla","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"",-,-,4,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Americas,Mexico,"Puebla","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"Birds",-,-,-,616,Animal,483,0,133,483,0
2021,Jan-Jun 2021,Americas,Mexico,"San Luis Potosí","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Americas,Mexico,"San Luis Potosí","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"Birds",-,-,-,26514,Animal,1361,0,25153,1361,0
2021,Jan-Jun 2021,Asia,Afghanistan,"Hirat","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Afghanistan,"Hirat","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,22000,Animal,794,21206,0,794,0
2021,Jan-Jun 2021,Asia,Cambodia,"Batdâmbâng","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Cambodia,"Batdâmbâng","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,1990,Animal,1827,163,-,1827,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Beijing","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Beijing","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Black Swan",-,-,-,15,Animal,3,0,0,3,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Jiangsu","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Jiangsu","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Mandarin Duck",-,-,-,647,Animal,17,0,0,17,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Liaoning","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N6",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Liaoning","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N6",Wild,"Black Swan",-,-,-,291,Animal,11,280,0,11,0
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Ningxia Hui","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Ningxia Hui","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Black-necked Grebe",-,-,-,-,Animal,38,0,0,38,0
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Shaanxi","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Shaanxi","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Black-necked Grebe",-,-,-,-,Animal,4249,0,0,4249,0
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Shandong","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Shandong","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Mute Swan",-,-,-,249,Animal,35,0,0,35,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Xizang","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Xizang","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Bar-headed Goose",-,-,-,-,Animal,268,0,0,268,0
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Changhua","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N5",Domestic,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Changhua","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N5",Domestic,"Birds",-,-,-,2003,Animal,51,1952,0,51,-
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Chiayi County","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N5",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Chiayi County","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N5",Wild,"Black Swan",-,-,-,-,Animal,9,4,-,9,-
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Kaohsiung","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N2",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Kaohsiung","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N2",Domestic,"Birds",-,-,-,500,Animal,-,-,500,-,-
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Pingtung","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N5",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Pingtung","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N5",Domestic,"Birds",-,-,-,9222,Animal,1679,7543,0,1679,-
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Taipei","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N2",Domestic,"",-,-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Taipei","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N2",Domestic,"Birds",-,-,-,28,Animal,3,28,-,0,-
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Yunlin","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N5",Domestic,"",-,-,8,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Chinese Taipei,"Yunlin","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N5",Domestic,"Birds",-,-,-,39989,Animal,6984,33005,0,6984,-
2021,Jan-Jun 2021,Asia,Hong Kong,"Sha Tin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Hong Kong,"Sha Tin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Peregrin falcon",-,-,-,-,Animal,1,0,0,1,-
2021,Jan-Jun 2021,Asia,Hong Kong,"Yuen Long","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Hong Kong,"Yuen Long","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Eurasian Wigeon",-,-,-,-,Animal,1,0,0,-,-
2021,Jan-Jun 2021,Asia,Hong Kong,"Yuen Long","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Northern Pintail",-,-,-,-,Animal,1,0,0,-,-
2021,Jan-Jun 2021,Asia,India,"Chhattisgarh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Chhattisgarh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,23747,Animal,262,23485,0,262,-
2021,Jan-Jun 2021,Asia,India,"Chhattisgarh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Chhattisgarh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,10944,Animal,224,10720,-,224,-
2021,Jan-Jun 2021,Asia,India,"Gujarat","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Gujarat","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,17507,Animal,110,17397,-,110,-
2021,Jan-Jun 2021,Asia,India,"Gujarat","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Gujarat","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,220,Animal,0,220,0,0,-
2021,Jan-Jun 2021,Asia,India,"Haryana","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,6,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Haryana","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,515531,Animal,235942,311987,0,107962,-
2021,Jan-Jun 2021,Asia,India,"Jammu and Kashmir","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,6,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Jammu and Kashmir","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,840,Animal,575,832,-,9,-
2021,Jan-Jun 2021,Asia,India,"Kerala","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Kerala","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,1247,Animal,600,648,-,599,-
2021,Jan-Jun 2021,Asia,India,"Madhya Pradesh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Madhya Pradesh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,1053,Animal,127,926,0,127,-
2021,Jan-Jun 2021,Asia,India,"Madhya Pradesh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Madhya Pradesh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,3194,Animal,150,3126,-,68,-
2021,Jan-Jun 2021,Asia,India,"Madhya Pradesh","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Madhya Pradesh","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"House Crow",-,-,-,-,Animal,173,-,-,173,-
2021,Jan-Jun 2021,Asia,India,"Maharashtra","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,55,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Maharashtra","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,156185,Animal,10303,145882,0,10303,-
2021,Jan-Jun 2021,Asia,India,"Punjab","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,5,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Punjab","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,214244,Animal,69179,145088,-,69156,-
2021,Jan-Jun 2021,Asia,India,"Punjab","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Punjab","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Bar-headed Goose",-,-,-,-,Animal,1,0,0,1,-
2021,Jan-Jun 2021,Asia,India,"Rajasthan","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Rajasthan","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"House Crow",-,-,-,-,Animal,125,-,-,125,-
2021,Jan-Jun 2021,Asia,India,"Uttar Pradesh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,India,"Uttar Pradesh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,14631,Animal,3,14628,-,3,-
2021,Jan-Jun 2021,Asia,Indonesia,"Indonesia","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,52,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Indonesia,"Indonesia","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,-,Animal,15902,-,-,15107,-
2021,Jan-Jun 2021,Asia,Iran,"Alborz","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Iran,"Alborz","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,190,Animal,190,151,0,39,-
2021,Jan-Jun 2021,Asia,Iran,"East Azarbaijan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Iran,"East Azarbaijan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,10,Animal,10,0,0,10,0
2021,Jan-Jun 2021,Asia,Iran,"Gilan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Iran,"Gilan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,44920,Animal,44920,44680,0,240,-
2021,Jan-Jun 2021,Asia,Iran,"Kermanshah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Iran,"Kermanshah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,535,Animal,535,489,0,46,-
2021,Jan-Jun 2021,Asia,Iran,"Khuzestan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Iran,"Khuzestan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,200,Animal,200,156,0,44,-
2021,Jan-Jun 2021,Asia,Iran,"Kordestan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"",-,-,6,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,Iran,"Kordestan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,831,Animal,759,753,0,78,0
